x,y,z,Fx,Fy,Fz,Fr,hoop_s
-2.6289200401315904,-1.445261022305146,-42.714285714285715,-5877799.878225004,-3476121.1578382673,334865.21569206927,6825389.436660873,16050746.836805858
-2.532983776506046,-1.607480384936989,-42.714285714285715,-5647933.929373547,-3838331.9348207437,334865.21569207014,6825389.436660942,16050746.836805858
-2.4270509831248437,-1.7633557568774179,-42.714285714285715,-5395778.165598223,-4185394.5692234156,334865.21569207474,6825389.436660773,16050746.836805858
-2.311539728327368,-1.9122719692460688,-42.714285714285715,-5122327.73049992,-4515939.363386248,334865.2156920694,6825389.436660662,16050746.836805858
-2.1869058822642358,-2.0536413177860653,-42.714285714285715,-4828661.8080183435,-4828661.808018359,334865.21569207334,6825389.43666068,16050746.836805858
-2.0536413177860657,-2.186905882264235,-42.714285714285715,-4515939.36338624,-5122327.730499879,334865.21569207177,6825389.436660626,16050746.836805858
-1.9122719692460686,-2.3115397283273684,-42.714285714285715,-4185394.5692234244,-5395778.165598245,334865.21569206903,6825389.436660796,16050746.836805858
-1.7633557568774196,-2.4270509831248424,-42.714285714285715,-3838331.9348206692,-5647933.9293734385,334865.2156920729,6825389.436660809,16050746.836805858
-1.6074803849369887,-2.532983776506046,-42.714285714285715,-3476121.1578381066,-5877799.878224731,334865.21569206915,6825389.436660555,16050746.836805858
-1.4452610223051459,-2.6289200401315904,-42.714285714285715,-3100191.7187345475,-6084468.836268513,334865.2156920738,6825389.436660891,16050746.836805858
-1.2773378746952164,-2.7144811573980587,-42.714285714285715,-2712027.2392597985,-6267125.17554448,334865.2156920702,6825389.436660714,16050746.836805858
-1.1043736580540333,-2.7893294576647545,-42.714285714285715,-2313159.627279066,-6425048.034929753,334865.2156920681,6825389.4366605645,16050746.836805858
-0.9270509831248428,-2.8531695488854605,-42.714285714285715,-1905163.031031728,-6557614.165046697,334865.2156920739,6825389.436660754,16050746.836805858
-0.7460696614945634,-2.905749483385894,-42.714285714285715,-1489647.6266868433,-6664300.387942361,334865.21569206915,6825389.43666012,16050746.836805858
-0.562143943757174,-2.946861752186066,-42.714285714285715,-1068253.2637149564,-6744685.661836926,334865.21569206903,6825389.436660399,16050746.836805858
-0.3759997006929139,-2.976344103943433,-42.714285714285715,-642642.9931496701,-6798452.742778076,334865.21569207415,6825389.436660755,16050746.836805858
-0.18837155858793958,-2.994080185284815,-42.714285714285715,-214496.5042859745,-6825389.436660802,334865.21569206915,6825389.436660803,16050746.836805858
-5.51091059616309e-16,-3.0,-42.714285714285715,214496.5042859841,-6825389.436661109,334865.215692069,6825389.436661109,16050746.836805858
0.18837155858793853,-2.994080185284815,-42.714285714285715,642642.9931496832,-6798452.742778208,334865.21569207363,6825389.436660886,16050746.836805858
0.37599970069291266,-2.976344103943433,-42.714285714285715,1068253.2637149487,-6744685.661836979,334865.2156920697,6825389.436660452,16050746.836805858
0.5621439437571728,-2.9468617521860665,-42.714285714285715,1489647.6266868792,-6664300.387942476,334865.2156920739,6825389.43666024,16050746.836805858
0.746069661494565,-2.9057494833858937,-42.714285714285715,1905163.031031611,-6557614.165046371,334865.2156920694,6825389.436660407,16050746.836805858
0.9270509831248419,-2.8531695488854614,-42.714285714285715,2313159.627279028,-6425048.034929559,334865.2156920702,6825389.436660367,16050746.836805858
1.1043736580540324,-2.7893294576647545,-42.714285714285715,2712027.239259675,-6267125.175544232,334865.21569206915,6825389.436660437,16050746.836805858
1.2773378746952155,-2.714481157398059,-42.714285714285715,3100191.7187344995,-6084468.836268398,334865.2156920781,6825389.436660767,16050746.836805858
1.445261022305147,-2.6289200401315895,-42.714285714285715,3476121.157838132,-5877799.878224784,334865.2156920672,6825389.436660615,16050746.836805858
1.60748038493699,-2.532983776506045,-42.714285714285715,3838331.9348205444,-5647933.929373254,334865.21569206775,6825389.436660587,16050746.836805858
1.7633557568774183,-2.4270509831248432,-42.714285714285715,4185394.5692233224,-5395778.165598101,334865.2156920707,6825389.436660619,16050746.836805858
1.9122719692460675,-2.311539728327369,-42.714285714285715,4515939.3633863665,-5122327.730500054,334865.2156920694,6825389.43666084,16050746.836805858
2.053641317786064,-2.1869058822642367,-42.714285714285715,4828661.808018263,-4828661.808018263,334865.2156920755,6825389.436660557,16050746.836805858
2.186905882264234,-2.0536413177860666,-42.714285714285715,5122327.730499884,-4515939.3633862315,334865.2156920734,6825389.436660624,16050746.836805858
2.311539728327368,-1.9122719692460686,-42.714285714285715,5395778.165598102,-4185394.5692233136,334865.21569206915,6825389.436660615,16050746.836805858
2.427050983124842,-1.7633557568774196,-42.714285714285715,5647933.9293732075,-3838331.934820518,334865.21569206886,6825389.436660534,16050746.836805858
2.532983776506044,-1.607480384936991,-42.714285714285715,5877799.878224713,-3476121.1578381113,334865.2156920688,6825389.436660543,16050746.836805858
2.628920040131589,-1.445261022305148,-42.714285714285715,6084468.836268074,-3100191.7187343477,334865.21569207445,6825389.436660409,16050746.836805858
2.714481157398058,-1.277337874695219,-42.714285714285715,6267125.175544442,-2712027.23925976,334865.21569207386,6825389.436660663,16050746.836805858
2.789329457664754,-1.1043736580540335,-42.714285714285715,6425048.034929866,-2313159.6272791224,334865.2156920691,6825389.436660689,16050746.836805858
2.8531695488854605,-0.927050983124843,-42.714285714285715,6557614.165046802,-1905163.0310317525,334865.21569206927,6825389.436660861,16050746.836805858
2.9057494833858932,-0.7460696614945661,-42.714285714285715,6664300.387943092,-1489647.6266870026,334865.2156920742,6825389.436660867,16050746.836805858
2.9468617521860656,-0.5621439437571741,-42.714285714285715,6744685.661837155,-1068253.2637149927,334865.21569206903,6825389.436660631,16050746.836805858
2.9763441039434326,-0.375999700692914,-42.714285714285715,6798452.7427783385,-642642.9931497114,334865.2156920747,6825389.436661021,16050746.836805858
2.994080185284815,-0.1883715585879398,-42.714285714285715,6825389.4366610395,-214496.5042859811,334865.2156920696,6825389.4366610395,16050746.836805858
3.0,0.0,-36.142857142857146,7287936.681586,229032.6370626283,42559.5050052943,7287936.681586,17138483.851265036
2.9940801852848145,0.18837155858794014,-36.142857142857146,7259174.525045326,686194.0240044368,42559.505005295265,7287936.681585987,17138483.851265036
2.976344103943433,0.3759997006929128,-36.142857142857146,7201763.723055892,1140647.316625757,42559.505005295156,7287936.681586191,17138483.851265036
2.9468617521860656,0.5621439437571739,-36.142857142857146,7115930.84982409,1590598.9954004523,42559.505005295076,7287936.6815860355,17138483.851265036
2.905749483385894,0.7460696614945646,-36.142857142857146,7002014.648487363,2034273.3066158907,42559.50500529311,7287936.681585653,17138483.851265036
2.853169548885461,0.9270509831248424,-36.142857142857146,6860464.694249784,2469919.2704612603,42559.50500529426,7287936.681585795,17138483.851265036
2.7893294576647536,1.104373658054034,-36.142857142857146,6691839.620112086,2895817.5913448236,42559.505005295185,7287936.68158582,17138483.851265036
2.7144811573980583,1.277337874695218,-36.142857142857146,6496804.912204375,3310287.443168549,42559.50500529514,7287936.681585701,17138483.851265036
2.6289200401315904,1.4452610223051459,-36.142857142857146,6276130.283416114,3711693.102780586,42559.50500529506,7287936.68158567,17138483.851265036
2.532983776506045,1.6074803849369896,-36.142857142857146,6030686.6356906295,4098450.4054273525,42559.5050052941,7287936.681585904,17138483.851265036
2.427050983124843,1.7633557568774192,-36.142857142857146,5761442.622972607,4469032.996727806,42559.50500529527,7287936.681586052,17138483.851265036
2.311539728327368,1.9122719692460688,-36.142857142857146,5469460.828374174,4821978.356496839,42559.5050052933,7287936.681585785,17138483.851265036
2.186905882264235,2.0536413177860657,-36.142857142857146,5155893.570645314,5155893.570645296,42559.50500529538,7287936.681585765,17138483.851265036
2.053641317786066,2.186905882264235,-36.142857142857146,4821978.3564967895,5469460.828374119,42559.50500529328,7287936.68158571,17138483.851265036
1.9122719692460692,2.311539728327368,-36.142857142857146,4469032.996727503,5761442.622972239,42559.50500529423,7287936.681585576,17138483.851265036
1.7633557568774196,2.4270509831248424,-36.142857142857146,4098450.4054272533,6030686.635690475,42559.505005293395,7287936.681585718,17138483.851265036
1.6074803849369896,2.532983776506045,-36.142857142857146,3711693.1027807877,6276130.283416443,42559.50500529537,7287936.681586057,17138483.851265036
1.4452610223051454,2.628920040131591,-36.142857142857146,3310287.443168741,6496804.912204769,42559.50500529512,7287936.68158614,17138483.851265036
1.277337874695218,2.7144811573980583,-36.142857142857146,2895817.591344963,6691839.620112359,42559.50500529515,7287936.681586128,17138483.851265036
1.1043736580540342,2.789329457664754,-36.142857142857146,2469919.2704613456,6860464.694250068,42559.50500529516,7287936.681586094,17138483.851265036
0.9270509831248426,2.853169548885461,-36.142857142857146,2034273.306615972,7002014.648487659,42559.50500529331,7287936.68158596,17138483.851265036
0.7460696614945643,2.905749483385894,-36.142857142857146,1590598.995400343,7115930.849823503,42559.5050052931,7287936.681585438,17138483.851265036
0.5621439437571742,2.946861752186066,-36.142857142857146,1140647.3166256233,7201763.723055036,42559.50500529424,7287936.681585326,17138483.851265036
0.37599970069291344,2.9763441039434335,-36.142857142857146,686194.0240043708,7259174.52504482,42559.505005294304,7287936.681585479,17138483.851265036
0.18837155858794052,2.9940801852848145,-36.142857142857146,229032.63706262058,7287936.681585763,42559.50500529518,7287936.681585764,17138483.851265036
1.8369701987210297e-16,3.0,-36.142857142857146,-229032.63706261,7287936.681585975,42559.50500529424,7287936.681585975,17138483.851265036
-0.1883715585879402,2.994080185284815,-36.142857142857146,-686194.0240044461,7259174.525045228,42559.50500529316,7287936.68158589,17138483.851265036
-0.37599970069291244,2.976344103943433,-36.142857142857146,-1140647.3166256764,7201763.723055505,42559.50500529523,7287936.681585797,17138483.851265036
-0.5621439437571739,2.946861752186066,-36.142857142857146,-1590598.9954003629,7115930.84982362,42559.50500529319,7287936.681585558,17138483.851265036
-0.7460696614945648,2.905749483385894,-36.142857142857146,-2034273.306615881,7002014.648487346,42559.50500529296,7287936.681585634,17138483.851265036
-0.9270509831248415,2.8531695488854614,-36.142857142857146,-2469919.270461237,6860464.694249775,42559.50500529347,7287936.681585781,17138483.851265036
-1.1043736580540333,2.7893294576647545,-36.142857142857146,-2895817.591344737,6691839.620111841,42559.50500529441,7287936.6815855615,17138483.851265036
-1.2773378746952182,2.7144811573980583,-36.142857142857146,-3310287.44316856,6496804.912204397,42559.505005294355,7287936.681585726,17138483.851265036
-1.445261022305146,2.6289200401315904,-36.142857142857146,-3711693.102780589,6276130.283416135,42559.50500529517,7287936.68158569,17138483.851265036
-1.6074803849369903,2.532983776506045,-36.142857142857146,-4098450.4054272873,6030686.63569049,42559.505005294006,7287936.681585751,17138483.851265036
-1.7633557568774187,2.427050983124843,-36.142857142857146,-4469032.996727807,5761442.622972626,42559.50500529432,7287936.681586069,17138483.851265036
-1.9122719692460688,2.311539728327368,-36.142857142857146,-4821978.356496951,5469460.828374298,42559.50500529538,7287936.681585952,17138483.851265036
-2.053641317786066,2.1869058822642344,-36.142857142857146,-5155893.57064526,5155893.57064526,42559.505005293926,7287936.6815857,17138483.851265036
-2.186905882264234,2.0536413177860666,-36.142857142857146,-5469460.828374304,4821978.356496972,42559.50500529535,7287936.68158597,17138483.851265036
-2.311539728327368,1.9122719692460692,-36.142857142857146,-5761442.62297253,4469032.996727722,42559.50500529425,7287936.6815859405,17138483.851265036
-2.4270509831248424,1.7633557568774194,-36.142857142857146,-6030686.635690309,4098450.4054271523,42559.50500529303,7287936.681585525,17138483.851265036
-2.5329837765060446,1.6074803849369905,-36.142857142857146,-6276130.2834160635,3711693.1027805605,42559.50500529445,7287936.681585615,17138483.851265036
-2.628920040131591,1.4452610223051454,-36.142857142857146,-6496804.912204417,3310287.443168558,42559.50500529501,7287936.681585744,17138483.851265036
-2.714481157398058,1.2773378746952186,-36.142857142857146,-6691839.620111824,2895817.5913447235,42559.50500529427,7287936.68158554,17138483.851265036
-2.7893294576647536,1.1043736580540344,-36.142857142857146,-6860464.694249516,2469919.2704611626,42559.50500529529,7287936.681585514,17138483.851265036
-2.853169548885461,0.9270509831248427,-36.142857142857146,-7002014.648487353,2034273.3066158637,42559.50500529404,7287936.681585636,17138483.851265036
-2.9057494833858932,0.7460696614945658,-36.142857142857146,-7115930.849823835,1590598.9954004174,42559.5050052935,7287936.681585778,17138483.851265036
-2.9468617521860656,0.5621439437571737,-36.142857142857146,-7201763.723055668,1140647.316625728,42559.505005294915,7287936.681585966,17138483.851265036
-2.976344103943433,0.3759997006929136,-36.142857142857146,-7259174.525045516,686194.0240044539,42559.5050052953,7287936.68158618,17138483.851265036
-2.9940801852848145,0.18837155858794075,-36.142857142857146,-7287936.681585988,229032.6370626276,42559.505005295236,7287936.681585988,17138483.851265036
-3.0,3.6739403974420594e-16,-36.142857142857146,-7287936.681586001,-229032.63706261088,42559.50500529427,7287936.681586001,17138483.851265036
-2.994080185284815,-0.18837155858794,-36.142857142857146,-7259174.52504529,-686194.0240044494,42559.50500529438,7287936.681585953,17138483.851265036
-2.976344103943433,-0.37599970069291294,-36.142857142857146,-7201763.723055705,-1140647.3166257257,42559.50500529428,7287936.681586002,17138483.851265036
-2.9468617521860656,-0.5621439437571744,-36.142857142857146,-7115930.84982404,-1590598.995400451,42559.505005293955,7287936.681585987,17138483.851265036
-2.905749483385894,-0.7460696614945639,-36.142857142857146,-7002014.648487633,-2034273.306615948,42559.50500529338,7287936.681585928,17138483.851265036
-2.8531695488854614,-0.927050983124842,-36.142857142857146,-6860464.694249962,-2469919.27046132,42559.50500529505,7287936.681585985,17138483.851265036
-2.789329457664754,-1.104373658054034,-36.142857142857146,-6691839.620112059,-2895817.5913448306,42559.50500529493,7287936.681585797,17138483.851265036
-2.7144811573980587,-1.2773378746952169,-36.142857142857146,-6496804.91220469,-3310287.4431687007,42559.50500529444,7287936.681586051,17138483.851265036
-2.6289200401315904,-1.445261022305146,-36.142857142857146,-6276130.283416362,-3711693.1027807193,42559.50500529291,7287936.681585953,17138483.851265036
-2.532983776506046,-1.607480384936989,-36.142857142857146,-6030686.63569072,-4098450.405427432,42559.50500529309,7287936.6815860225,17138483.851265036
-2.4270509831248437,-1.7633557568774179,-36.142857142857146,-5761442.622972458,-4469032.9967276845,42559.50500529361,7287936.6815858595,17138483.851265036
-2.311539728327368,-1.9122719692460688,-36.142857142857146,-5469460.828374153,-4821978.356496802,42559.505005294115,7287936.681585744,17138483.851265036
-2.1869058822642358,-2.0536413177860653,-36.142857142857146,-5155893.570645298,-5155893.570645316,42559.5050052947,7287936.681585766,17138483.851265036
-2.0536413177860657,-2.186905882264235,-36.142857142857146,-4821978.356496796,-5469460.828374114,42559.50500529527,7287936.6815857105,17138483.851265036
-1.9122719692460686,-2.3115397283273684,-36.142857142857146,-4469032.996727689,-5761442.622972475,42559.505005294,7287936.681585877,17138483.851265036
-1.7633557568774196,-2.4270509831248424,-36.142857142857146,-4098450.4054273595,-6030686.635690616,42559.505005294435,7287936.681585895,17138483.851265036
-1.6074803849369887,-2.532983776506046,-36.142857142857146,-3711693.102780558,-6276130.28341609,42559.50500529395,7287936.681585635,17138483.851265036
-1.4452610223051459,-2.6289200401315904,-36.142857142857146,-3310287.443168664,-6496804.912204627,42559.505005294646,7287936.681585979,17138483.851265036
-1.2773378746952164,-2.7144811573980587,-36.142857142857146,-2895817.5913448394,-6691839.620112048,42559.505005294995,7287936.681585793,17138483.851265036
-1.1043736580540333,-2.7893294576647545,-36.142857142857146,-2469919.2704611765,-6860464.69424965,42559.50500529398,7287936.681585643,17138483.851265036
-0.9270509831248428,-2.8531695488854605,-36.142857142857146,-2034273.3066159424,-7002014.648487541,42559.50500529459,7287936.681585841,17138483.851265036
-0.7460696614945634,-2.905749483385894,-36.142857142857146,-1590598.9954002965,-7115930.849823268,42559.50500529288,7287936.681585199,17138483.851265036
-0.562143943757174,-2.946861752186066,-36.142857142857146,-1140647.316625635,-7201763.723055191,42559.505005294995,7287936.6815854795,17138483.851265036
-0.3759997006929139,-2.976344103943433,-36.142857142857146,-686194.0240044339,-7259174.525045178,42559.50500529556,7287936.681585841,17138483.851265036
-0.18837155858793958,-2.994080185284815,-36.142857142857146,-229032.63706260873,-7287936.681585881,42559.50500529302,7287936.681585881,17138483.851265036
-5.51091059616309e-16,-3.0,-36.142857142857146,229032.63706261833,-7287936.681586189,42559.50500529402,7287936.681586188,17138483.851265036
0.18837155858793853,-2.994080185284815,-36.142857142857146,686194.0240044469,-7259174.52504531,42559.505005294566,7287936.681585972,17138483.851265036
0.37599970069291266,-2.976344103943433,-36.142857142857146,1140647.3166256258,-7201763.723055244,42559.505005295,7287936.681585533,17138483.851265036
0.5621439437571728,-2.9468617521860665,-36.142857142857146,1590598.9954003342,-7115930.849823391,42559.50500529459,7287936.681585327,17138483.851265036
0.746069661494565,-2.9057494833858937,-36.142857142857146,2034273.3066158218,-7002014.648487209,42559.50500529298,7287936.681585487,17138483.851265036
0.9270509831248419,-2.8531695488854614,-36.142857142857146,2469919.27046114,-6860464.694249455,42559.50500529313,7287936.681585448,17138483.851265036
1.1043736580540324,-2.7893294576647545,-36.142857142857146,2895817.5913447156,-6691839.620111803,42559.50500529493,7287936.681585518,17138483.851265036
1.2773378746952155,-2.714481157398059,-36.142857142857146,3310287.4431686196,-6496804.912204515,42559.5050052951,7287936.681585858,17138483.851265036
1.445261022305147,-2.6289200401315895,-36.142857142857146,3711693.1027805842,-6276130.283416143,42559.50500529642,7287936.681585694,17138483.851265036
1.60748038493699,-2.532983776506045,-36.142857142857146,4098450.4054272315,-6030686.635690425,42559.5050052939,7287936.681585666,17138483.851265036
1.7633557568774183,-2.4270509831248432,-36.142857142857146,4469032.996727588,-5761442.622972331,42559.50500529319,7287936.681585701,17138483.851265036
1.9122719692460675,-2.311539728327369,-36.142857142857146,4821978.356496919,-5469460.828374286,42559.50500529397,7287936.68158592,17138483.851265036
2.053641317786064,-2.1869058822642367,-36.142857142857146,5155893.57064522,-5155893.57064522,42559.50500529376,7287936.681585644,17138483.851265036
2.186905882264234,-2.0536413177860666,-36.142857142857146,5469460.82837412,-4821978.356496788,42559.50500529555,7287936.68158571,17138483.851265036
2.311539728327368,-1.9122719692460686,-36.142857142857146,5761442.622972332,-4469032.996727578,42559.50500529496,7287936.681585696,17138483.851265036
2.427050983124842,-1.7633557568774196,-36.142857142857146,6030686.635690379,-4098450.4054272054,42559.505005295,7287936.681585614,17138483.851265036
2.532983776506044,-1.607480384936991,-36.142857142857146,6276130.28341607,-3711693.102780564,42559.50500529381,7287936.681585622,17138483.851265036
2.628920040131589,-1.445261022305148,-36.142857142857146,6496804.912204186,-3310287.4431684655,42559.5050052947,7287936.681585496,17138483.851265036
2.714481157398058,-1.277337874695219,-36.142857142857146,6691839.620112017,-2895817.591344802,42559.5050052955,7287936.68158575,17138483.851265036
2.789329457664754,-1.1043736580540335,-36.142857142857146,6860464.694249763,-2469919.270461234,42559.50500529496,7287936.68158577,17138483.851265036
2.8531695488854605,-0.927050983124843,-36.142857142857146,7002014.648487641,-2034273.3066159643,42559.50500529407,7287936.6815859405,17138483.851265036
2.9057494833858932,-0.7460696614945661,-36.142857142857146,7115930.849824006,-1590598.9954004567,42559.5050052936,7287936.681585953,17138483.851265036
2.9468617521860656,-0.5621439437571741,-36.142857142857146,7201763.7230554195,-1140647.3166256712,42559.50500529489,7287936.6815857105,17138483.851265036
2.9763441039434326,-0.375999700692914,-36.142857142857146,7259174.525045441,-686194.0240044763,42559.50500529564,7287936.681586107,17138483.851265036
2.994080185284815,-0.1883715585879398,-36.142857142857146,7287936.681586121,-229032.6370626153,42559.505005294144,7287936.68158612,17138483.851265036
3.0,0.0,-29.571428571428573,7380656.0246141525,231946.45980399585,11364.945657808748,7380656.0246141525,17356524.84594092
2.9940801852848145,0.18837155858794014,-29.571428571428573,7351527.947185984,694923.992701378,11364.945657809396,7380656.02461414,17356524.84594092
