x,y,z,Fx,Fy,Fz,Fr,hoop_s
0.025,0.0,0.025,0.027446987916768414,0.0008625563443609976,-0.001526379683857524,0.027446987916768414,4367.605274932666
0.02495066821070679,0.0015697629882328345,0.025,0.02733866719479731,0.0025842649172564884,-0.0015263796838575242,0.02744698791676879,4367.605274932666
0.02480286753286194,0.0031333308391076065,0.025,0.02712245324325827,0.004295774577161795,-0.0015263796838575234,0.027446987916770086,4367.605274932666
0.024557181268217217,0.004684532864643116,0.025,0.026799199359836143,0.005990330777363585,-0.0015263796838575247,0.027446987916769194,4367.605274932666
0.024214579028215784,0.006217247179121372,0.025,0.026370181279930835,0.007661245878709182,-0.0015263796838575231,0.027446987916768854,4367.605274932666
0.023776412907378842,0.007725424859373687,0.025,0.025837092141903793,0.00930192554266179,-0.0015263796838575255,0.02744698791676881,4367.605274932666
0.02324441214720628,0.00920311381711695,0.025,0.02520203580503838,0.010905894756143288,-0.001526379683857523,0.027446987916769902,4367.605274932666
0.022620676311650486,0.010644482289126816,0.025,0.024467518546564874,0.012466823385451744,-0.0015263796838575253,0.027446987916770485,4367.605274932666
0.021907667001096587,0.012043841852542883,0.025,0.023636439170533655,0.013978551158407418,-0.0015263796838575205,0.02744698791677064,4367.605274932666
0.02110819813755038,0.013395669874474915,0.025,0.02271207756755808,0.01543511197613347,-0.0015263796838575218,0.02744698791677069,4367.605274932666
0.02022542485937369,0.014694631307311827,0.025,0.02169808177058432,0.016830757458521358,-0.0015263796838575247,0.027446987916770367,4367.605274932666
0.019262831069394734,0.015935599743717242,0.025,0.020598453557772692,0.01815997963046204,-0.0015263796838575227,0.02744698791676998,4367.605274932666
0.018224215685535294,0.017113677648217217,0.025,0.019417532659306624,0.019417532659306562,-0.001526379683857529,0.02744698791676928,4367.605274932666
0.01711367764821722,0.018224215685535294,0.025,0.018159979630461398,0.020598453557771967,-0.0015263796838575223,0.02744698791676901,4367.605274932666
0.015935599743717246,0.019262831069394734,0.025,0.01683075745852104,0.02169808177058388,-0.0015263796838575231,0.02744698791676982,4367.605274932666
0.014694631307311832,0.02022542485937369,0.025,0.015435111976132888,0.022712077567557314,-0.0015263796838575262,0.02744698791676973,4367.605274932666
0.013395669874474915,0.02110819813755038,0.025,0.013978551158406988,0.023636439170532885,-0.0015263796838575247,0.02744698791676976,4367.605274932666
0.01204384185254288,0.02190766700109659,0.025,0.012466823385450758,0.024467518546562882,-0.0015263796838575223,0.02744698791676826,4367.605274932666
0.010644482289126816,0.02262067631165049,0.025,0.010905894756142264,0.025202035805035952,-0.0015263796838575195,0.027446987916767262,4367.605274932666
0.009203113817116953,0.023244412147206284,0.025,0.009301925542661835,0.025837092141904116,-0.0015263796838575262,0.02744698791676913,4367.605274932666
0.007725424859373688,0.023776412907378842,0.025,0.007661245878709422,0.026370181279931716,-0.0015263796838575266,0.02744698791676977,4367.605274932666
0.00621724717912137,0.024214579028215784,0.025,0.005990330777363405,0.026799199359834987,-0.001526379683857521,0.027446987916768025,4367.605274932666
0.004684532864643118,0.02455718126821722,0.025,0.0042957745771614875,0.027122453243256274,-0.0015263796838575199,0.027446987916768063,4367.605274932666
0.003133330839107612,0.024802867532861945,0.025,0.0025842649172564615,0.0273386671947977,-0.0015263796838575268,0.027446987916769174,4367.605274932666
0.001569762988232838,0.02495066821070679,0.025,0.0008625563443609834,0.027446987916767997,-0.0015263796838575255,0.027446987916767997,4367.605274932666
1.5308084989341916e-18,0.025,0.025,-0.0008625563443609351,0.027446987916768393,-0.0015263796838575262,0.027446987916768393,4367.605274932666
-0.0015697629882328351,0.024950668210706795,0.025,-0.0025842649172565266,0.027338667194797016,-0.0015263796838575212,0.02744698791676849,4367.605274932666
-0.003133330839107604,0.02480286753286194,0.025,-0.004295774577161771,0.027122453243258546,-0.0015263796838575238,0.02744698791677036,4367.605274932666
-0.004684532864643116,0.02455718126821722,0.025,-0.005990330777363557,0.026799199359835758,-0.0015263796838575262,0.027446987916768813,4367.605274932666
-0.006217247179121373,0.024214579028215784,0.025,-0.007661245878708679,0.02637018127992917,-0.0015263796838575147,0.027446987916767113,4367.605274932666
-0.00772542485937368,0.023776412907378846,0.025,-0.009301925542661293,0.025837092141902645,-0.0015263796838575277,0.02744698791676756,4367.605274932666
-0.009203113817116946,0.023244412147206288,0.025,-0.010905894756142768,0.025202035805037156,-0.001526379683857531,0.027446987916768566,4367.605274932666
-0.01064448228912682,0.02262067631165049,0.025,-0.012466823385451135,0.024467518546563528,-0.0015263796838575244,0.027446987916769007,4367.605274932666
-0.012043841852542885,0.021907667001096587,0.025,-0.013978551158406806,0.02363643917053258,-0.0015263796838575253,0.027446987916769406,4367.605274932666
-0.01339566987447492,0.021108198137550375,0.025,-0.015435111976132357,0.02271207756755638,-0.001526379683857513,0.02744698791676866,4367.605274932666
-0.014694631307311823,0.02022542485937369,0.025,-0.016830757458520428,0.02169808177058318,-0.0015263796838575281,0.027446987916768896,4367.605274932666
-0.015935599743717242,0.019262831069394734,0.025,-0.018159979630460895,0.020598453557771384,-0.0015263796838575273,0.02744698791676824,4367.605274932666
-0.01711367764821722,0.01822421568553529,0.025,-0.019417532659305823,0.0194175326593057,-0.0015263796838575166,0.027446987916768105,4367.605274932666
-0.018224215685535283,0.01711367764821722,0.025,-0.02059845355777219,0.01815997963046178,-0.0015263796838575299,0.027446987916769434,4367.605274932666
-0.019262831069394734,0.015935599743717246,0.025,-0.021698081770583116,0.0168307574585204,-0.001526379683857526,0.027446987916768827,4367.605274932666
-0.02022542485937369,0.014694631307311828,0.025,-0.022712077567555992,0.01543511197613199,-0.001526379683857514,0.027446987916768133,4367.605274932666
-0.021108198137550372,0.013395669874474922,0.025,-0.023636439170531855,0.013978551158406427,-0.001526379683857534,0.027446987916768587,4367.605274932666
-0.02190766700109659,0.01204384185254288,0.025,-0.024467518546564013,0.012466823385451275,-0.0015263796838575125,0.027446987916769507,4367.605274932666
-0.022620676311650482,0.010644482289126823,0.025,-0.02520203580503846,0.010905894756143371,-0.0015263796838575262,0.02744698791677,4367.605274932666
-0.02324441214720628,0.009203113817116955,0.025,-0.025837092141904477,0.00930192554266202,-0.0015263796838575283,0.027446987916769538,4367.605274932666
-0.023776412907378842,0.007725424859373689,0.025,-0.02637018127993074,0.007661245878709074,-0.0015263796838575145,0.027446987916768736,4367.605274932666
-0.024214579028215777,0.006217247179121382,0.025,-0.026799199359836247,0.005990330777363687,-0.0015263796838575362,0.027446987916769312,4367.605274932666
-0.024557181268217217,0.004684532864643115,0.025,-0.027122453243257048,0.004295774577161624,-0.0015263796838575156,0.027446987916768854,4367.605274932666
-0.02480286753286194,0.0031333308391076134,0.025,-0.027338667194798674,0.0025842649172566146,-0.0015263796838575266,0.027446987916770162,4367.605274932666
-0.02495066821070679,0.0015697629882328397,0.025,-0.02744698791676882,0.0008625563443610091,-0.0015263796838575262,0.027446987916768816,4367.605274932666
-0.025,3.061616997868383e-18,0.025,-0.02744698791676847,-0.0008625563443609377,-0.0015263796838575257,0.02744698791676847,4367.605274932666
-0.024950668210706795,-0.0015697629882328334,0.025,-0.027338667194797137,-0.0025842649172565283,-0.001526379683857527,0.02744698791676861,4367.605274932666
-0.02480286753286194,-0.003133330839107608,0.025,-0.02712245324325763,-0.004295774577161687,-0.001526379683857526,0.02744698791676944,4367.605274932666
-0.024557181268217217,-0.00468453286464312,0.025,-0.02679919935983571,-0.005990330777363529,-0.0015263796838575145,0.027446987916768757,4367.605274932666
-0.024214579028215784,-0.006217247179121366,0.025,-0.026370181279930262,-0.007661245878708939,-0.0015263796838575257,0.027446987916768237,4367.605274932666
