X,Y,Z
-1.0608811196359371 , 4.2134786922472225 , -0.6125000000000005
-1.0879976980865234 , 4.497043044312834 , -0.628155763867948
-1.1139692036822142 , 4.609041194312896 , -0.6431504196148801
-1.1398692462591338 , 4.694038649499658 , -0.6581038161686874
-1.165717130223675 , 4.76477676134148 , -0.6730270989335975
-1.1915190029563782 , 4.826247423958974 , -0.6879238171014201
-1.2172780974523167 , 4.881033734461666 , -0.7027958372427312
-1.2429966445790392 , 4.930681868590203 , -0.7176444473495105
-1.2686764284444167 , 4.976206079897569 , -0.7324706774769176
-1.2943189807262405 , 5.01831521651847 , -0.7472754119395377
-1.319925685238166 , 5.057528365693001 , -0.7620594496825572
-1.345497800429092 , 5.094239480686317 , -0.7768235172717864
-1.3710365126944912 , 5.128756204389147 , -0.791568299672971
-1.3965429226924193 , 5.161324342282564 , -0.8062944323513358
-1.422018069033083 , 5.1921441078261665 , -0.8210025149487631
-1.4474629490294617 , 5.221381241740947 , -0.8356931232641701
-1.4728784920131561 , 5.24917480606249 , -0.8503667938474065
-1.4982655884676892 , 5.2756429063956425 , -0.8650240408193742
-1.523625094700091 , 5.300886891949941 , -0.8796653585691675
-1.5489578175020293 , 5.324994507988036 , -0.8942912128981727
-1.574264530899413 , 5.348042354579151 , -0.9089020506904568
-1.5995459754901413 , 5.370097781257936 , -0.9234982995304166
-1.6248028584492236 , 5.391220385889197 , -0.9380803677057336
-1.6500358629518745 , 5.411463221381823 , -0.9526486496478022
-1.6752456372545592 , 5.430873752454591 , -0.9672035196276669
-1.7004328064401875 , 5.449494658528458 , -0.981745338537114
-1.725597959193576 , 5.467364473463385 , -0.9962744462534809
-1.750741690626639 , 5.484518160029827 , -1.0107911863647916
-1.775864542839767 , 5.500987508451995 , -1.0252958718528522
-1.8009670463486886 , 5.516801558500769 , -1.0397888090110616
-1.8260497127249702 , 5.5319869127932595 , -1.0542702931954013
-1.8511130411983163 , 5.54656801520777 , -1.0687406126362757
-1.8761574924449713 , 5.560567369859002 , -1.0832000333052385
-1.9011835348440198 , 5.574005777860043 , -1.0976488256210801
